"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        9023,      -9.239472748,      -7.796682195,      -9.408948934,      -6.100104106,      -11.98732176
          0,           0,        9024,      -9.239794647,      -7.797132706,      -9.409235193,      -6.100614919,      -11.98762027
          0,           0,        9025,      -9.240116562,      -7.797583153,      -9.409570837,      -6.101129652,      -11.98791885
          0,           0,        9026,      -9.240438493,       -7.79803359,      -9.409898904,      -6.101642965,      -11.98821753
          0,           0,        9027,      -9.240760438,      -7.798483991,      -9.410159301,      -6.102153376,      -11.98851625
          0,           0,        9028,      -9.241082403,      -7.798934332,      -9.410480826,      -6.102668072,      -11.98881506
          0,           0,        9029,      -9.241404378,      -7.799384643,      -9.410764047,      -6.103173566,      -11.98911392
          0,           0,        9030,      -9.241726373,      -7.799834928,      -9.411091982,      -6.103692193,      -11.98941288
          0,           0,        9031,      -9.242048381,      -7.800285183,      -9.411374487,      -6.104196059,      -11.98971191
          0,           0,        9032,      -9.242370411,      -7.800735418,      -9.411727434,      -6.104722759,      -11.99001102
          0,           0,        9033,      -9.242692454,       -7.80118557,      -9.411990031,      -6.105227216,      -11.99031024
          0,           0,        9034,      -9.243014512,      -7.801635718,      -9.412344146,      -6.105741594,      -11.99060953
          0,           0,        9035,      -9.243336585,      -7.802085823,      -9.412589898,       -6.10624729,      -11.99090891
          0,           0,        9036,      -9.243658678,      -7.802535895,      -9.412927622,       -6.10676171,      -11.99120838
          0,           0,        9037,      -9.243980783,      -7.802985938,      -9.413259352,      -6.107286402,      -11.99150795
          0,           0,        9038,      -9.244302898,      -7.803435925,      -9.413499893,      -6.107787477,      -11.99180759
          0,           0,        9039,      -9.244625035,      -7.803885856,      -9.413853903,      -6.108302893,       -11.9921073
          0,           0,        9040,      -9.244947192,      -7.804335782,      -9.414155544,      -6.108808633,      -11.99240708
          0,           0,        9041,      -9.245269361,      -7.804785685,      -9.414447642,      -6.109331704,      -11.99270695
          0,           0,        9042,      -9.245591546,      -7.805235495,      -9.414768725,      -6.109835594,      -11.99300691
          0,           0,        9043,      -9.245913746,      -7.805685324,      -9.415024124,      -6.110345757,      -11.99330693
          0,           0,        9044,      -9.246235966,      -7.806135089,      -9.415366777,      -6.110865567,      -11.99360706
          0,           0,        9045,        -9.2465582,      -7.806584802,      -9.415648336,      -6.111366919,      -11.99390729
          0,           0,        9046,      -9.246880446,      -7.807034531,      -9.415988574,      -6.111895649,      -11.99420762
          0,           0,        9047,      -9.247202712,       -7.80748416,      -9.416265425,       -6.11239437,      -11.99450809
          0,           0,        9048,      -9.247524992,      -7.807933774,      -9.416577994,      -6.112905397,      -11.99480872
          0,           0,        9049,      -9.247847292,      -7.808383343,      -9.416858589,      -6.113418363,      -11.99510951
          0,           0,        9050,      -9.248169606,      -7.808832892,      -9.417180329,       -6.11392873,      -11.99541043
          0,           0,        9051,      -9.248491931,      -7.809282404,      -9.417482497,      -6.114443907,      -11.99571142
          0,           0,        9052,      -9.248814277,      -7.809731856,      -9.417791174,      -6.114955713,      -11.99601248
          0,           0,        9053,       -9.24913664,      -7.810181291,      -9.418111751,      -6.115468984,       -11.9963136
          0,           0,        9054,      -9.249459018,      -7.810630669,      -9.418391399,      -6.115974613,      -11.99661478
          0,           0,        9055,      -9.249781411,      -7.811080047,      -9.418728172,      -6.116503508,      -11.99691601
          0,           0,        9056,      -9.250103816,       -7.81152929,      -9.419001523,      -6.116991939,      -11.99721731
          0,           0,        9057,      -9.250426236,      -7.811978599,       -9.41929318,      -6.117513834,      -11.99751864
          0,           0,        9058,      -9.250748679,      -7.812427803,      -9.419615238,      -6.118021665,      -11.99782004
          0,           0,        9059,      -9.251071139,      -7.812877014,      -9.419908433,      -6.118536375,      -11.99812149
          0,           0,        9060,      -9.251393609,      -7.813326129,      -9.420245409,      -6.119046356,      -11.99842302
          0,           0,        9061,        -9.2517161,      -7.813775272,      -9.420497149,      -6.119561499,      -11.99872459
          0,           0,        9062,      -9.252038607,      -7.814224316,      -9.420794308,      -6.120059974,      -11.99902623
          0,           0,        9063,      -9.252361126,      -7.814673337,      -9.421137932,      -6.120577093,      -11.99932794
          0,           0,        9064,      -9.252683661,      -7.815122357,      -9.421457538,      -6.121098281,      -11.99962969
          0,           0,        9065,      -9.253006215,      -7.815571295,      -9.421740891,      -6.121607508,      -11.99993153
          0,           0,        9066,      -9.253328781,      -7.816020185,      -9.422063253,      -6.122114106,      -12.00023342
          0,           0,        9067,      -9.253651366,       -7.81646906,      -9.422343321,      -6.122623117,      -12.00053536
          0,           0,        9068,      -9.253973968,      -7.816917904,      -9.422636284,      -6.123140287,      -12.00083737
          0,           0,        9069,      -9.254296582,       -7.81736668,      -9.422965948,      -6.123650433,      -12.00113943
          0,           0,        9070,      -9.254619212,      -7.817815403,      -9.423285089,       -6.12415843,      -12.00144155
          0,           0,        9071,      -9.254941858,        -7.8182641,      -9.423580642,      -6.124670924,      -12.00174375
          0,           0,        9072,      -9.255264522,      -7.818712774,      -9.423859503,      -6.125183109,      -12.00204608
          0,           0,        9073,      -9.255587204,      -7.819161397,      -9.424144864,      -6.125688323,      -12.00234862
          0,           0,        9074,      -9.255909904,      -7.819609992,      -9.424465867,      -6.126201653,      -12.00265137
          0,           0,        9075,      -9.256232615,      -7.820058515,      -9.424818544,      -6.126716529,      -12.00295428
          0,           0,        9076,       -9.25655534,      -7.820507012,      -9.425079526,      -6.127224705,      -12.00325728
          0,           0,        9077,      -9.256878084,      -7.820955473,      -9.425396923,      -6.127740265,       -12.0035604
          0,           0,        9078,      -9.257200844,       -7.82140385,      -9.425682388,      -6.128237711,       -12.0038636
          0,           0,        9079,      -9.257523619,      -7.821852244,      -9.425964382,      -6.128752476,      -12.00416689
          0,           0,        9080,      -9.257846414,       -7.82230058,      -9.426330634,       -6.12927474,      -12.00447028
          0,           0,        9081,       -9.25816922,      -7.822748858,       -9.42661581,      -6.129778229,      -12.00477378
          0,           0,        9082,       -9.25849204,      -7.823197108,      -9.426873861,      -6.130288646,      -12.00507735
          0,           0,        9083,      -9.258814884,      -7.823645291,      -9.427225813,      -6.130801693,      -12.00538102
          0,           0,        9084,      -9.259137742,      -7.824093449,      -9.427495422,      -6.131298203,      -12.00568479
          0,           0,        9085,      -9.259460614,      -7.824541587,      -9.427856104,      -6.131831904,      -12.00598864
          0,           0,        9086,        -9.2597835,      -7.824989671,      -9.428122572,      -6.132337837,       -12.0062926
          0,           0,        9087,      -9.260106403,      -7.825437696,      -9.428454426,      -6.132847572,      -12.00659664
          0,           0,        9088,      -9.260429324,      -7.825885674,      -9.428760067,      -6.133358258,      -12.00690078
          0,           0,        9089,      -9.260752255,      -7.826333603,      -9.429041618,      -6.133867068,      -12.00720502
          0,           0,        9090,        -9.2610752,      -7.826781471,      -9.429324379,      -6.134359713,      -12.00750933
          0,           0,        9091,      -9.261398171,      -7.827229374,      -9.429654634,      -6.134890375,      -12.00781375
          0,           0,        9092,      -9.261721159,      -7.827677177,      -9.429969547,      -6.135395569,      -12.00811826
          0,           0,        9093,      -9.262044162,      -7.828124949,      -9.430253563,      -6.135908716,      -12.00842287
          0,           0,        9094,      -9.262367179,      -7.828572663,      -9.430555956,       -6.13641273,      -12.00872757
          0,           0,        9095,      -9.262690208,      -7.829020349,       -9.43085969,      -6.136923989,      -12.00903236
          0,           0,        9096,      -9.263013255,      -7.829467989,      -9.431189355,      -6.137437616,      -12.00933725
          0,           0,        9097,      -9.263336316,      -7.829915583,      -9.431474911,      -6.137947856,       -12.0096422
          0,           0,        9098,      -9.263659396,      -7.830363136,       -9.43179594,      -6.138458809,      -12.00994724
          0,           0,        9099,      -9.263982491,      -7.830810651,      -9.432090348,      -6.138971064,      -12.01025238
          0,           0,        9100,        -9.2643056,      -7.831258086,       -9.43240053,      -6.139477452,      -12.01055759
          0,           0,        9101,      -9.264628728,      -7.831705501,      -9.432684034,      -6.139984021,      -12.01086291
          0,           0,        9102,      -9.264951867,      -7.832152876,       -9.43296615,        -6.1404927,      -12.01116827
          0,           0,        9103,      -9.265275031,      -7.832600203,      -9.433292971,      -6.141009147,      -12.01147372
          0,           0,        9104,      -9.265598209,        -7.8330475,      -9.433621327,       -6.14152168,      -12.01177927
          0,           0,        9105,      -9.265921402,      -7.833494733,      -9.433943671,       -6.14203329,       -12.0120849
          0,           0,        9106,      -9.266244605,      -7.833941896,      -9.434182743,      -6.142524771,      -12.01239061
          0,           0,        9107,      -9.266567831,      -7.834389082,      -9.434530806,      -6.143051606,       -12.0126964
          0,           0,        9108,      -9.266891068,      -7.834836144,      -9.434834014,      -6.143555896,      -12.01300226
          0,           0,        9109,      -9.267214326,      -7.835283207,      -9.435131689,      -6.144064958,      -12.01330823
          0,           0,        9110,      -9.267537594,      -7.835730212,      -9.435415914,      -6.144572349,      -12.01361426
          0,           0,        9111,      -9.267860882,      -7.836177192,      -9.435712636,      -6.145085147,      -12.01392038
          0,           0,        9112,      -9.268184187,      -7.836624119,      -9.436032801,      -6.145600861,       -12.0142266
          0,           0,        9113,      -9.268507506,      -7.837070966,      -9.436344984,      -6.146101609,      -12.01453292
          0,           0,        9114,      -9.268830838,      -7.837517791,      -9.436637178,      -6.146611532,      -12.01483934
          0,           0,        9115,      -9.269154189,       -7.83796456,      -9.436930147,      -6.147116228,      -12.01514586
          0,           0,        9116,      -9.269477555,       -7.83841132,      -9.437271987,      -6.147641374,      -12.01545249
          0,           0,        9117,      -9.269800941,      -7.838857994,       -9.43756313,      -6.148146307,      -12.01575925
          0,           0,        9118,      -9.270124335,      -7.839304599,      -9.437870118,      -6.148646931,       -12.0160661
          0,           0,        9119,      -9.270447753,      -7.839751238,      -9.438129977,      -6.149164664,      -12.01637304
          0,           0,        9120,      -9.270771183,      -7.840197734,      -9.438469055,      -6.149662308,      -12.01668005
          0,           0,        9121,      -9.271094638,      -7.840644288,      -9.438782422,      -6.150187764,      -12.01698717
          0,           0,        9122,      -9.271418101,      -7.841090703,      -9.439088268,      -6.150688388,      -12.01729439
          0,           0,        9123,      -9.271741579,      -7.841537124,      -9.439387702,       -6.15120019,      -12.01760172
          0,           0,        9124,      -9.272065068,       -7.84198348,      -9.439693883,      -6.151706551,       -12.0179091
          0,           0,        9125,       -9.27238858,       -7.84242979,      -9.440013632,      -6.152219353,      -12.01821661
          0,           0,        9126,      -9.272712107,      -7.842876055,      -9.440297645,      -6.152730956,       -12.0185242
          0,           0,        9127,       -9.27303565,      -7.843322253,       -9.44057717,      -6.153231093,      -12.01883188
          0,           0,        9128,      -9.273359213,      -7.843768439,      -9.440907797,      -6.153749882,      -12.01913966
          0,           0,        9129,      -9.273682786,      -7.844214525,      -9.441218006,      -6.154247767,      -12.01944753
          0,           0,        9130,      -9.274006379,      -7.844660619,      -9.441489508,      -6.154760834,      -12.01975547
          0,           0,        9131,      -9.274329988,      -7.845106633,      -9.441826867,      -6.155271041,      -12.02006352
          0,           0,        9132,      -9.274653608,      -7.845552607,      -9.442095461,      -6.155777407,      -12.02037166
          0,           0,        9133,      -9.274977249,      -7.845998525,      -9.442416391,       -6.15628618,      -12.02067989
          0,           0,        9134,      -9.275300905,      -7.846444398,      -9.442767614,      -6.156797146,      -12.02098822
          0,           0,        9135,      -9.275624573,      -7.846890228,      -9.443002757,      -6.157299169,      -12.02129663
          0,           0,        9136,      -9.275948258,      -7.847336025,      -9.443328881,       -6.15781489,      -12.02160512
          0,           0,        9137,      -9.276271962,      -7.847781754,      -9.443656398,      -6.158323776,      -12.02191371
          0,           0,        9138,      -9.276595681,      -7.848227398,      -9.443935262,      -6.158822682,      -12.02222236
          0,           0,        9139,      -9.276919417,      -7.848673081,      -9.444294137,      -6.159352617,      -12.02253112
          0,           0,        9140,      -9.277243166,      -7.849118637,      -9.444526903,      -6.159846837,      -12.02283993
          0,           0,        9141,      -9.277566936,      -7.849564198,      -9.444888343,      -6.160368219,      -12.02314884
          0,           0,        9142,       -9.27789072,      -7.850009638,      -9.445143144,      -6.160852851,      -12.02345782
          0,           0,        9143,      -9.278214521,      -7.850455112,       -9.44548928,      -6.161379892,      -12.02376688
          0,           0,        9144,      -9.278538333,      -7.850900473,      -9.445761746,      -6.161880304,      -12.02407598
          0,           0,        9145,      -9.278862167,      -7.851345813,      -9.446056122,      -6.162382026,      -12.02438515
          0,           0,        9146,      -9.279186014,      -7.851791118,      -9.446382152,      -6.162903912,       -12.0246944
          0,           0,        9147,      -9.279509874,      -7.852236312,       -9.44668818,      -6.163402334,      -12.02500374
          0,           0,        9148,      -9.279833755,      -7.852681524,      -9.446980391,      -6.163914243,       -12.0253132
          0,           0,        9149,      -9.280157655,      -7.853126658,      -9.447331083,      -6.164424296,      -12.02562291
          0,           0,        9150,      -9.280481563,      -7.853571742,      -9.447589439,      -6.164928074,      -12.02593286
          0,           0,        9151,       -9.28080549,      -7.854016788,      -9.447921201,        -6.1654459,      -12.02624301
          0,           0,        9152,      -9.281129436,      -7.854461768,      -9.448226187,      -6.165946356,      -12.02655333
          0,           0,        9153,      -9.281453393,      -7.854906715,       -9.44848809,      -6.166455741,      -12.02686377
          0,           0,        9154,      -9.281777367,      -7.855351584,      -9.448824565,      -6.166964279,      -12.02717429
          0,           0,        9155,      -9.282101356,       -7.85579639,      -9.449117736,       -6.16746441,      -12.02748488
          0,           0,        9156,      -9.282425362,      -7.856241189,       -9.44940566,      -6.167970373,      -12.02779554
          0,           0,        9157,      -9.282749386,      -7.856685916,      -9.449713806,      -6.168486482,      -12.02810626
          0,           0,        9158,      -9.283073433,      -7.857130614,      -9.450010253,      -6.168991396,      -12.02841708
          0,           0,        9159,      -9.283397485,       -7.85757525,      -9.450335376,      -6.169501166,      -12.02872795
          0,           0,        9160,      -9.283721559,        -7.8580198,      -9.450647745,       -6.17000609,       -12.0290389
          0,           0,        9161,      -9.284045649,      -7.858464367,      -9.450919876,      -6.170514794,      -12.02934997
          0,           0,        9162,      -9.284369752,      -7.858908812,      -9.451269456,      -6.171028354,      -12.02966113
          0,           0,        9163,      -9.284693869,      -7.859353253,      -9.451567644,      -6.171538924,      -12.02997239
          0,           0,        9164,      -9.285017999,      -7.859797609,      -9.451900156,      -6.172039254,       -12.0302837
          0,           0,        9165,      -9.285342152,      -7.860241903,      -9.452151567,      -6.172541687,       -12.0305951
          0,           0,        9166,      -9.285666322,      -7.860686151,      -9.452436584,      -6.173037197,       -12.0309066
          0,           0,        9167,      -9.285990507,      -7.861130443,      -9.452755228,       -6.17356851,      -12.03121818
          0,           0,        9168,       -9.28631471,      -7.861574576,      -9.453061338,      -6.174061839,      -12.03152987
          0,           0,        9169,      -9.286638926,      -7.862018697,      -9.453380057,      -6.174579612,      -12.03184164
          0,           0,        9170,      -9.286963158,      -7.862462758,      -9.453693942,       -6.17507876,      -12.03215351
          0,           0,        9171,      -9.287287403,      -7.862906739,      -9.453954236,      -6.175581253,      -12.03246547
          0,           0,        9172,      -9.287611665,      -7.863350726,      -9.454297325,      -6.176102968,      -12.03277753
          0,           0,        9173,      -9.287935939,      -7.863794598,       -9.45457557,      -6.176599698,      -12.03308967
          0,           0,        9174,      -9.288260239,      -7.864238456,      -9.454888314,      -6.177107955,      -12.03340192
          0,           0,        9175,      -9.288584552,      -7.864682251,       -9.45519432,      -6.177616642,      -12.03371425
          0,           0,        9176,      -9.288908879,      -7.865125994,      -9.455501872,      -6.178125513,      -12.03402669
          0,           0,        9177,      -9.289233225,      -7.865569654,      -9.455818923,       -6.17862246,      -12.03433922
          0,           0,        9178,      -9.289557581,      -7.866013335,       -9.45610112,      -6.179135095,      -12.03465182
          0,           0,        9179,      -9.289881963,      -7.866456906,      -9.456452896,      -6.179650365,      -12.03496453
          0,           0,        9180,      -9.290206353,      -7.866900436,      -9.456698307,      -6.180145072,      -12.03527732
          0,           0,        9181,      -9.290530762,      -7.867343913,        -9.4570388,      -6.180655303,       -12.0355902
          0,           0,        9182,      -9.290855189,      -7.867787354,      -9.457346572,      -6.181165157,      -12.03590318
          0,           0,        9183,      -9.291179628,      -7.868230725,      -9.457621104,      -6.181668427,      -12.03621626
          0,           0,        9184,      -9.291504082,      -7.868674011,      -9.457946611,      -6.182172691,      -12.03652944
          0,           0,        9185,      -9.291828556,      -7.869117329,      -9.458243271,      -6.182688774,      -12.03684272
          0,           0,        9186,      -9.292153042,       -7.86956048,       -9.45856382,      -6.183181283,       -12.0371561
          0,           0,        9187,      -9.292477545,      -7.870003677,      -9.458837293,      -6.183694217,      -12.03746956
          0,           0,        9188,      -9.292802068,       -7.87044678,      -9.459185563,      -6.184205947,      -12.03778313
          0,           0,        9189,      -9.293126606,      -7.870889789,      -9.459432829,      -6.184696511,      -12.03809681
          0,           0,        9190,       -9.29345116,      -7.871332836,      -9.459762957,      -6.185217767,      -12.03841059
          0,           0,        9191,      -9.293775728,      -7.871775764,      -9.460074835,      -6.185719756,      -12.03872447
          0,           0,        9192,      -9.294100312,      -7.872218638,      -9.460395666,      -6.186227852,      -12.03903847
          0,           0,        9193,      -9.294424906,      -7.872661462,      -9.460641473,      -6.186723727,      -12.03935256
          0,           0,        9194,      -9.294749521,       -7.87310423,      -9.460992156,      -6.187236938,      -12.03966674
          0,           0,        9195,      -9.295074158,      -7.873546998,      -9.461292692,      -6.187746296,      -12.03998101
          0,           0,        9196,      -9.295398811,      -7.873989644,      -9.461601718,      -6.188248704,       -12.0402954
          0,           0,        9197,      -9.295723474,      -7.874432258,      -9.461921451,      -6.188749317,      -12.04060987
          0,           0,        9198,      -9.296048154,      -7.874874828,      -9.462211253,      -6.189262375,      -12.04092445
          0,           0,        9199,      -9.296372848,      -7.875317319,      -9.462525818,      -6.189768111,      -12.04123912
          0,           0,        9200,      -9.296697561,       -7.87575979,      -9.462811001,      -6.190270084,      -12.04155386
          0,           0,        9201,       -9.29702229,      -7.876202173,      -9.463155578,      -6.190784471,      -12.04186872
          0,           0,        9202,      -9.297347035,      -7.876644511,      -9.463408957,      -6.191281159,      -12.04218366
          0,           0,        9203,      -9.297671798,      -7.877086804,      -9.463802257,      -6.191793634,      -12.04249867
          0,           0,        9204,      -9.297996575,      -7.877529042,      -9.464013256,      -6.192289528,      -12.04281378
          0,           0,        9205,      -9.298321372,      -7.877971193,      -9.464367051,      -6.192801263,      -12.04312898
          0,           0,        9206,      -9.298646179,      -7.878413326,      -9.464633361,      -6.193300532,      -12.04344426
          0,           0,        9207,      -9.298971008,      -7.878855424,      -9.464943077,      -6.193810862,      -12.04375962
          0,           0,        9208,      -9.299295844,      -7.879297416,      -9.465251147,      -6.194314369,      -12.04407507
          0,           0,        9209,      -9.299620699,      -7.879739375,      -9.465547864,       -6.19482175,      -12.04439058
          0,           0,        9210,      -9.299945573,      -7.880181252,       -9.46583868,      -6.195320138,      -12.04470616
          0,           0,        9211,      -9.300270463,      -7.880623085,      -9.466145371,       -6.19581913,      -12.04502183
          0,           0,        9212,      -9.300595365,      -7.881064867,      -9.466495379,      -6.196335983,      -12.04533758
          0,           0,        9213,      -9.300920286,      -7.881506621,       -9.46678757,      -6.196841705,      -12.04565343
          0,           0,        9214,      -9.301245227,      -7.881948309,      -9.467057278,       -6.19734262,      -12.04596947
          0,           0,        9215,       -9.30157018,      -7.882389911,       -9.46739152,      -6.197844418,      -12.04628566
          0,           0,        9216,      -9.301895155,       -7.88283148,       -9.46768767,      -6.198357664,      -12.04660202
          0,           0,        9217,      -9.302220135,      -7.883272981,       -9.46796118,      -6.198847933,      -12.04691848
          0,           0,        9218,       -9.30254514,      -7.883714443,      -9.468314134,      -6.199365044,      -12.04723505
          0,           0,        9219,      -9.302870158,      -7.884155864,      -9.468603798,      -6.199871867,      -12.04755173
          0,           0,        9220,       -9.30319519,      -7.884597163,      -9.468881511,      -6.200363746,      -12.04786849
          0,           0,        9221,      -9.303520239,      -7.885038468,      -9.469197758,      -6.200879683,      -12.04818538
          0,           0,        9222,        -9.3038453,      -7.885479668,      -9.469530662,      -6.201385266,      -12.04850236
          0,           0,        9223,      -9.304170379,      -7.885920794,      -9.469819218,      -6.201870979,      -12.04881941
          0,           0,        9224,      -9.304495484,      -7.886361959,      -9.470122641,       -6.20238679,       -12.0491366
          0,           0,        9225,      -9.304820599,      -7.886803015,      -9.470432202,      -6.202901049,      -12.04945391
          0,           0,        9226,      -9.305145733,       -7.88724402,       -9.47075158,      -6.203395238,      -12.04977134
          0,           0,        9227,      -9.305470878,      -7.887684986,      -9.471050836,      -6.203909175,      -12.05008887
          0,           0,        9228,      -9.305796041,      -7.888125823,      -9.471372523,      -6.204405106,      -12.05040651
          0,           0,        9229,      -9.306121214,      -7.888566662,      -9.471662213,      -6.204910672,      -12.05072424
          0,           0,        9230,      -9.306446409,      -7.889007419,      -9.471946375,      -6.205408319,      -12.05104206
          0,           0,        9231,      -9.306771619,      -7.889448187,      -9.472287196,      -6.205931592,      -12.05136001
          0,           0,        9232,      -9.307096841,      -7.889888773,      -9.472540844,      -6.206415947,      -12.05167801
          0,           0,        9233,      -9.307422084,       -7.89032936,      -9.472860289,      -6.206909512,      -12.05199611
          0,           0,        9234,      -9.307747348,      -7.890769961,      -9.473197572,      -6.207441454,      -12.05231433
          0,           0,        9235,       -9.30807262,      -7.891210411,      -9.473466517,      -6.207931953,      -12.05263265
          0,           0,        9236,      -9.308397911,      -7.891650862,      -9.473805128,      -6.208443496,      -12.05295106
          0,           0,        9237,      -9.308723215,      -7.892091172,      -9.474099596,      -6.208933611,      -12.05326956
          0,           0,        9238,      -9.309048542,      -7.892531502,      -9.474366326,      -6.209435488,      -12.05358815
          0,           0,        9239,      -9.309373883,       -7.89297176,      -9.474702748,      -6.209950116,      -12.05390685
          0,           0,        9240,      -9.309699237,      -7.893411971,      -9.474993412,      -6.210451769,      -12.05422565
          0,           0,        9241,      -9.310024605,      -7.893852102,      -9.475313222,      -6.210958883,      -12.05454454
          0,           0,        9242,      -9.310349992,      -7.894292144,       -9.47558431,      -6.211448233,      -12.05486351
          0,           0,        9243,      -9.310675398,      -7.894732218,      -9.475916991,      -6.211968992,      -12.05518259
          0,           0,        9244,      -9.311000819,      -7.895172129,      -9.476201661,      -6.212454373,      -12.05550178
          0,           0,        9245,      -9.311326251,      -7.895612058,      -9.476555288,      -6.212974373,      -12.05582108
          0,           0,        9246,      -9.311651699,      -7.896051873,      -9.476842238,      -6.213469956,      -12.05614047
          0,           0,        9247,      -9.311977167,      -7.896491662,      -9.477099158,      -6.213968881,      -12.05645999
          0,           0,        9248,      -9.312302647,      -7.896931375,      -9.477451005,      -6.214477483,      -12.05677958
          0,           0,        9249,      -9.312628147,      -7.897371024,      -9.477730744,      -6.214969734,       -12.0570993
          0,           0,        9250,      -9.312953662,      -7.897810654,      -9.478062741,       -6.21548685,      -12.05741911
          0,           0,        9251,      -9.313279198,      -7.898250189,      -9.478384866,      -6.215983249,      -12.05773905
          0,           0,        9252,      -9.313604744,      -7.898689694,      -9.478663603,      -6.216490159,      -12.05805911
          0,           0,        9253,      -9.313930311,      -7.899129102,      -9.478973512,      -6.216983903,      -12.05837931
          0,           0,        9254,      -9.314255892,      -7.899568483,      -9.479266923,      -6.217493203,      -12.05869963
          0,           0,        9255,      -9.314581483,      -7.900007804,      -9.479557953,      -6.217994869,      -12.05902008
          0,           0,        9256,      -9.314907096,      -7.900447021,      -9.479874361,      -6.218489333,      -12.05934062
          0,           0,        9257,      -9.315232722,      -7.900886213,      -9.480222598,      -6.219002486,      -12.05966126
          0,           0,        9258,      -9.315558369,      -7.901325363,      -9.480471915,      -6.219495735,      -12.05998199
          0,           0,        9259,      -9.315884029,      -7.901764421,      -9.480806311,      -6.220008344,      -12.06030279
          0,           0,        9260,      -9.316209703,      -7.902203433,      -9.481090008,       -6.22050479,      -12.06062365
          0,           0,        9261,       -9.31653539,      -7.902642363,      -9.481396318,      -6.221000816,      -12.06094458
          0,           0,        9262,      -9.316861097,      -7.903081247,      -9.481701692,      -6.221507515,      -12.06126554
          0,           0,        9263,       -9.31718683,      -7.903520119,      -9.482032978,      -6.222023846,       -12.0615866
          0,           0,        9264,      -9.317512574,      -7.903958877,      -9.482335925,      -6.222518473,      -12.06190774
          0,           0,        9265,      -9.317838327,      -7.904397561,      -9.482651821,      -6.223011457,      -12.06222901
          0,           0,        9266,      -9.318164093,      -7.904836209,      -9.482930095,      -6.223516549,      -12.06255043
          0,           0,        9267,      -9.318489881,      -7.905274816,      -9.483270077,      -6.224029461,      -12.06287198
          0,           0,        9268,      -9.318815681,      -7.905713286,      -9.483555842,      -6.224512617,      -12.06319366
          0,           0,        9269,      -9.319141506,      -7.906151812,      -9.483876137,      -6.225033662,      -12.06351547
          0,           0,        9270,      -9.319467345,      -7.906590179,      -9.484113581,      -6.225512195,      -12.06383737
          0,           0,        9271,        -9.3197932,      -7.907028528,       -9.48446674,      -6.226022739,      -12.06415936
          0,           0,        9272,      -9.320119072,      -7.907466853,      -9.484804588,      -6.226545243,      -12.06448148
          0,           0,        9273,      -9.320444957,      -7.907905034,      -9.485059745,         -6.227024,      -12.06480368
          0,           0,        9274,      -9.320770855,      -7.908343206,      -9.485394822,      -6.227532614,      -12.06512599
          0,           0,        9275,      -9.321096766,      -7.908781308,      -9.485705113,      -6.228038702,      -12.06544837
          0,           0,        9276,        -9.3214227,      -7.909219327,      -9.485963905,      -6.228523775,      -12.06577086
          0,           0,        9277,      -9.321748654,      -7.909657313,      -9.486326287,      -6.229044835,      -12.06609344
          0,           0,        9278,      -9.322074617,      -7.910095177,      -9.486595089,      -6.229521909,      -12.06641611
          0,           0,        9279,      -9.322400603,      -7.910533095,      -9.486907898,      -6.230039566,       -12.0667389
          0,           0,        9280,      -9.322726598,      -7.910970862,      -9.487223406,      -6.230539866,      -12.06706178
          0,           0,        9281,      -9.323052608,      -7.911408581,      -9.487497594,      -6.231028976,      -12.06738473
          0,           0,        9282,      -9.323378639,      -7.911846245,      -9.487828422,      -6.231538204,       -12.0677078
          0,           0,        9283,      -9.323704683,      -7.912283855,      -9.488091058,      -6.232036624,      -12.06803096
          0,           0,        9284,      -9.324030745,      -7.912721419,      -9.488434675,      -6.232545868,      -12.06835422
          0,           0,        9285,      -9.324356824,      -7.913158861,      -9.488737029,      -6.233037789,      -12.06867759
          0,           0,        9286,      -9.324682917,      -7.913596301,      -9.489011785,      -6.233536414,      -12.06900107
          0,           0,        9287,      -9.325009028,      -7.914033619,      -9.489362842,      -6.234035627,      -12.06932462
          0,           0,        9288,      -9.325335158,      -7.914470985,       -9.48962496,      -6.234551091,       -12.0696483
          0,           0,        9289,      -9.325661297,      -7.914908143,      -9.489940322,      -6.235034147,      -12.06997208
          0,           0,        9290,      -9.325987453,      -7.915345314,      -9.490286989,      -6.235540434,      -12.07029598
          0,           0,        9291,      -9.326313624,      -7.915782413,      -9.490571742,      -6.236041449,      -12.07061996
          0,           0,        9292,      -9.326639814,      -7.916219467,      -9.490912854,      -6.236549787,      -12.07094403
          0,           0,        9293,      -9.326966022,      -7.916656424,      -9.491166733,      -6.237035216,       -12.0712682
          0,           0,        9294,      -9.327292244,      -7.917093378,      -9.491490942,      -6.237554092,      -12.07159247
          0,           0,        9295,      -9.327618482,      -7.917530178,      -9.491773707,      -6.238032893,      -12.07191683
          0,           0,        9296,      -9.327944737,      -7.917966985,      -9.492111947,      -6.238547637,      -12.07224129
          0,           0,        9297,       -9.32827101,      -7.918403705,      -9.492381353,      -6.239033728,      -12.07256583
          0,           0,        9298,      -9.328597298,      -7.918840359,      -9.492748468,      -6.239546813,      -12.07289048
          0,           0,        9299,      -9.328923598,       -7.91927697,      -9.493009847,      -6.240047803,       -12.0732152
          0,           0,        9300,      -9.329249917,      -7.919713502,       -9.49334314,      -6.240549718,         -12.07354
